species_marker_id,database_id,species_id,bin_uri,sequence_id,genbank_accession,marker_id
432,1,3577,BOLD:AAB4345,10711081,MF679406,2
433,1,3577,BOLD:AAB4345,10711088,MF679413,2
434,1,3577,BOLD:AAB4345,10711101,MF679426,2
435,1,3577,BOLD:AAB4345,10711106,MF679431,2
436,1,3577,BOLD:AAB4345,10711016,MF679341,2
437,1,3577,BOLD:AAB4345,10711109,MF679434,2
438,1,3577,BOLD:AAB4345,10711116,MF679441,2
439,1,3577,BOLD:AAB4345,10711137,MF679462,2
440,1,3577,BOLD:AAB4345,10711142,MF679467,2
441,1,3577,BOLD:AAB4345,10711149,MF679474,2
442,1,3577,BOLD:AAB4345,10711150,MF679475,2
443,1,3577,BOLD:AAB4345,10711154,MF679479,2
444,1,3577,BOLD:AAB4345,10711160,MF679485,2
445,1,3577,BOLD:AAB4345,10711169,MF679494,2
446,1,3577,BOLD:AAB4345,10711125,MF679450,2
447,1,3577,BOLD:AAB4345,10711051,MF679376,2
448,1,3577,BOLD:AAB4345,10711146,MF679471,2
449,1,3577,BOLD:AAB4345,10710928,MF679253,2
450,1,3577,BOLD:AAB4345,10711182,MF679507,2
451,1,3577,BOLD:AAB4345,10710892,MF679217,2
452,1,3577,BOLD:AAB4345,10711111,MF679436,2
453,1,3577,BOLD:AAB4345,10711021,MF679346,2
454,1,3577,BOLD:AAB4345,10711148,MF679473,2
455,1,3577,BOLD:AAB4345,10711057,MF679382,2
456,1,3577,BOLD:AAB4345,10711188,MF679513,2
457,1,3577,BOLD:AAB4345,10710894,MF679219,2
458,1,3577,BOLD:AAB4345,10710906,MF679231,2
459,1,3577,BOLD:AAB4345,10710914,MF679239,2
460,1,3577,BOLD:AAB4345,10710918,MF679243,2
461,1,3577,BOLD:AAB4345,10710925,MF679250,2
462,1,3577,BOLD:AAB4345,10711023,MF679348,2
463,1,3577,BOLD:AAB4345,10710946,MF679271,2
464,1,3577,BOLD:AAB4345,10710952,MF679277,2
465,1,3577,BOLD:AAB4345,10710957,MF679282,2
466,1,3577,BOLD:AAB4345,10710983,MF679308,2
467,1,3577,BOLD:AAB4345,10710989,MF679314,2
468,1,3577,BOLD:AAB4345,10711003,MF679328,2
469,1,3577,BOLD:AAB4345,10711052,MF679377,2
470,1,3577,BOLD:AAB4345,10710900,MF679225,2
471,1,3577,BOLD:AAB4345,10711098,MF679423,2
472,1,3577,BOLD:AAB4345,10710909,MF679234,2
473,1,3577,BOLD:AAB4345,10710896,MF679221,2
474,1,3577,BOLD:AAB4345,10711163,MF679488,2
475,1,3577,BOLD:AAB4345,10711186,MF679511,2
476,1,3577,BOLD:AAB4345,4443460,KX048748,2
477,1,3577,BOLD:AAB4345,10711179,MF679504,2
478,1,3577,BOLD:AAB4345,10711062,MF679387,2
479,1,3577,BOLD:AAB4345,10711164,MF679489,2
480,1,3577,BOLD:AAB4345,10711159,MF679484,2
481,1,3577,BOLD:AAB4345,10711147,MF679472,2
482,1,3577,BOLD:AAB4345,10711130,MF679455,2
483,1,3577,BOLD:AAB4345,10711117,MF679442,2
484,1,3577,BOLD:AAB4345,10711175,MF679500,2
485,1,3577,BOLD:AAB4345,10711071,MF679396,2
486,1,3592,BOLD:AAB6626,4432029,KX047691,2
487,1,3592,BOLD:AAB6626,4468587,KX048234,2
488,1,3592,BOLD:AAB6626,4468588,KX048810,2
489,1,3860,BOLD:ABZ6897,4432444,KX048737,2
490,1,3882,BOLD:AAI7774,4432437,KX048292,2
491,1,3882,BOLD:AAI7774,4431966,KX049936,2
492,1,4081,BOLD:AAB4693,4431823,KX048220,2
493,1,4081,BOLD:AAB4693,4431824,KX047792,2
494,1,4122,BOLD:AAF0414,4431986,KX048719,2
495,1,4122,BOLD:AAF0414,4432370,KX048386,2
496,1,4270,BOLD:AAC4227,4015933,KF946606,2
497,1,4270,BOLD:AAC4227,4015758,KF946604,2
498,1,4270,BOLD:AAC4227,4015838,KF946607,2
499,1,4271,BOLD:AAW7468,4015935,KF946605,2
500,1,4696,BOLD:AAB9592,4432136,KX049523,2
501,1,4699,BOLD:AAD3661,4432240,KX049278,2
502,1,4699,BOLD:AAD3661,4432443,KX048391,2
503,1,4699,BOLD:AAD3661,4432137,KX047936,2
504,1,4710,BOLD:AAB4931,4196877,JX215352,2
505,1,4710,BOLD:AAB4931,4196871,JX215353,2
506,1,4710,BOLD:AAB4931,4196878,JX215350,2
507,1,4710,BOLD:AAB4931,4196876,JX215351,2
508,1,4710,BOLD:AAB4931,4196872,JX215354,2
509,1,4714,BOLD:AAU3108,4196868,JX215358,2
510,1,4714,BOLD:AAU3108,4196869,JX215356,2
511,1,4714,BOLD:AAU3108,4432248,JX215357,2
512,1,4714,BOLD:AAU3108,4196870,JX215359,2
513,1,4723,BOLD:AAI8482,4431967,JX215364,2
514,1,4723,BOLD:AAI8482,4196873,JX215362,2
515,1,4723,BOLD:AAI8482,4196880,JX215360,2
516,1,4723,BOLD:AAI8482,4196881,JX215365,2
517,1,4723,BOLD:AAI8482,4196874,JX215361,2
518,1,4723,BOLD:AAI8482,4196879,JX215363,2
519,1,4751,BOLD:AAC7293,4443557,KX047773,2
520,1,4764,BOLD:AAB3969,4016033,KF946610,2
521,1,4764,BOLD:AAB3969,4015995,KF946611,2
522,1,4764,BOLD:AAB3969,4015912,KF946609,2
523,1,4764,BOLD:AAB3969,4015981,KF946612,2
524,1,4764,BOLD:AAB3969,4015872,KF946613,2
525,1,4764,BOLD:AAB3969,7219648,KF946608,2
526,1,4792,BOLD:AAA6653,4468536,KX049730,2
527,1,4793,BOLD:AAA9589,4443904,KX047970,2
528,1,4793,BOLD:AAA9589,4432332,KX049372,2
529,1,4793,BOLD:AAA9589,4468537,KX049448,2
530,1,4793,BOLD:AAA9589,4468535,KX048057,2
531,1,4889,BOLD:AAB3296,4016072,KF946614,2
532,1,4968,BOLD:AAB5204,4444212,KX048568,2
533,1,4968,BOLD:AAB5204,4443916,KX049648,2
534,1,4968,BOLD:AAB5204,4443915,KX049503,2
535,1,4968,BOLD:AAB5204,4443917,KX048955,2
536,1,5005,BOLD:AAD2588,4468573,KX048749,2
537,1,5005,BOLD:AAD2588,4468572,KX049081,2
538,1,5009,BOLD:AAE3456,5115950,MW214644,2
539,1,5009,BOLD:AAE3456,4432495,KX050134,2
540,1,5009,BOLD:AAE3456,4432494,KX049905,2
541,1,5018,BOLD:AAN2615,4431926,KX048273,2
542,1,5018,BOLD:AAN2615,4432171,KX050159,2
543,1,5046,BOLD:AAA1236,2701064,GQ143932,2
544,1,5046,BOLD:AAA1236,4432509,KX049124,2
545,1,5046,BOLD:AAA1236,2701066,GQ143937,2
546,1,5046,BOLD:AAA1236,4432510,KX048202,2
547,1,5046,BOLD:AAA1236,4432362,KX049334,2
548,1,5046,BOLD:AAA1236,5125076,MW213982,2
549,1,5046,BOLD:AAA1236,5115968,MW213304,2
550,1,5046,BOLD:AAA1236,5115967,MW214153,2
551,1,5046,BOLD:AAA1236,5115923,MW214548,2
552,1,5046,BOLD:AAA1236,2701065,GQ143935,2
553,1,5046,BOLD:AAA1236,2701063,GQ143949,2
554,1,5046,BOLD:AAA1236,4432512,KX050097,2
555,1,5046,BOLD:AAA1236,4432511,KX050137,2
556,1,5046,BOLD:AAA1236,5115922,MW213783,2
557,1,5153,BOLD:AAA8017,4444234,KX048963,2
558,1,5153,BOLD:AAA8017,4444233,KX049571,2
559,1,5153,BOLD:AAA8017,4444235,KX048647,2
560,1,5190,BOLD:AAA1542,11750649,KU291023,2
561,1,5241,BOLD:AAW8077,14253885,MW551050,2
562,1,5241,BOLD:AAW8077,14253883,MW551048,2
563,1,5241,BOLD:AAW8077,14253887,MW551052,2
564,1,5241,BOLD:AAW8077,14253886,MW551051,2
565,1,5241,BOLD:AAW8077,14253884,MW551049,2
566,1,5241,BOLD:AAW8077,14253882,MW551047,2
567,1,5298,BOLD:ACD2778,6131807,KX844500,2
568,1,5302,BOLD:AAB0177,4432205,KX048144,2
569,1,5302,BOLD:AAB0177,4432206,KX050024,2
570,1,5319,BOLD:AAB4439,4015859,KF946617,2
571,1,5330,BOLD:AAF1850,4432421,KX048365,2
572,1,5380,BOLD:AAV0572,4432244,KX049933,2
573,1,5382,BOLD:AAV7765,4431987,KX047940,2
574,1,5420,BOLD:AAC2080,4443479,KX049397,2
575,1,5420,BOLD:AAC2080,4432254,KX049641,2
576,1,5468,BOLD:AAC6797,4444221,KX048631,2
577,1,5468,BOLD:AAC6797,4432249,KX047903,2
578,1,5468,BOLD:AAC6797,4443509,KX048085,2
579,1,5824,BOLD:ABZ3203,4015974,KF946630,2
580,1,5824,BOLD:ABZ3203,4015787,KF946636,2
581,1,5824,BOLD:ABZ3203,4015966,KF946629,2
582,1,5824,BOLD:ABZ3203,4015793,KF946634,2
583,1,5824,BOLD:ABZ3203,4016088,KF946632,2
584,1,5824,BOLD:ABZ3203,4016079,KF946631,2
585,1,5824,BOLD:ABZ3203,4015865,KF946635,2
586,1,5824,BOLD:ABZ3203,4016055,KF946633,2
587,1,5827,BOLD:AAB7277,4431760,KX047822,2
588,1,6022,BOLD:AAC1897,7219676,KF946637,2
589,1,6027,BOLD:AAB9497,4443524,KX048261,2
590,1,6027,BOLD:AAB9497,4443525,KX049629,2
591,1,6315,BOLD:AAA9515,4443425,KX047890,2
592,1,6316,BOLD:AAB1832,4443876,KX049947,2
593,1,6641,BOLD:AAC0540,4432253,KX049158,2
594,1,6641,BOLD:AAC0540,4432141,KX049261,2
595,1,6723,BOLD:AAC8267,4443459,KX049358,2
596,1,6723,BOLD:AAC8267,4431807,KX048655,2
597,1,6770,BOLD:AAD8450,4015744,KF946640,2
598,1,6770,BOLD:AAD8450,4015993,KF946638,2
599,1,6770,BOLD:AAD8450,4054163,KF946639,2
600,1,6803,BOLD:AAV9222,11942394,MT048365,2
601,1,6803,BOLD:AAV9222,11938387,MT048323,2
602,1,6971,BOLD:AAZ9795,4635886,KX537069,2
603,1,7002,BOLD:AAC4535,4443498,KX048549,2
604,1,7002,BOLD:AAC4535,4443496,KX048123,2
605,1,7002,BOLD:AAC4535,4443497,KX049930,2
606,1,7023,BOLD:AAB6022,4015986,KF946641,2
607,1,7115,BOLD:AAJ0782,9682702,KU695839,2
608,1,7116,BOLD:AAJ0782,5227318,KF369350,2
609,1,7116,BOLD:AAJ0782,5276086,KF369678,3
610,1,7168,BOLD:AAE1424,4432149,KX050130,2
611,1,7171,BOLD:AAC6419,4432152,KX047993,2
612,1,7183,BOLD:AAE8821,4432364,KX048486,2
613,1,7183,BOLD:AAE8821,4432367,KX049844,2
614,1,7183,BOLD:AAE8821,4432365,KX048602,2
615,1,7195,BOLD:AAF3728,4431919,KX048103,2
616,1,7197,BOLD:AAC3993,4432147,KX048968,2
617,1,7197,BOLD:AAC3993,4432146,KX049471,2
618,1,7197,BOLD:AAC3993,4432246,KX048558,2
619,1,7198,BOLD:ACE9842,4431918,KX048687,2
620,1,7207,BOLD:AAD7660,4432439,KX050068,2
621,1,7207,BOLD:AAD7660,4432424,KX048502,2
622,1,7219,BOLD:AAD1695,4431917,KX049812,2
623,1,7219,BOLD:AAD1695,4432271,KX050157,2
624,1,7219,BOLD:AAD1695,4432440,KX048696,2
625,1,7241,BOLD:AAB5543,4431916,KX049235,2
626,1,7241,BOLD:AAB5543,4432148,KX048434,2
627,1,7241,BOLD:AAB5543,4431915,KX047801,2
628,1,7241,BOLD:AAB5543,4432438,KX049524,2
629,1,7268,BOLD:AAV1727,14754914,MW664910,2
630,1,7268,BOLD:AAV1727,14754913,MW664909,2
631,1,7278,BOLD:AAB7299,3101076,DQ085517,2
632,1,7306,BOLD:AAC2611,4431793,KX048842,2
633,1,7306,BOLD:AAC2611,4443945,KX048409,2
634,1,7306,BOLD:AAC2611,4431792,KX049028,2
635,1,7329,BOLD:AAE9584,4431809,KX049409,2
636,1,7329,BOLD:AAE9584,4431810,KX048807,2
637,1,7331,BOLD:AAB4885,4444230,KX049010,2
638,1,7331,BOLD:AAB4885,4443877,KX048739,2
639,1,7332,BOLD:AAB0887,4443462,KX049699,2
640,1,7368,BOLD:ADK6725,13754607,LC516573,2
641,1,7405,BOLD:AAF0863,4431766,KX048473,2
642,1,7405,BOLD:AAF0863,4431767,KX048581,2
643,1,7406,BOLD:AAB7880,4431768,KX048228,2
644,1,7406,BOLD:AAB7880,4431769,KX049139,2
645,1,7406,BOLD:AAB7880,4431770,KX048840,2
646,1,7406,BOLD:AAB7880,4443456,KX048065,2
647,1,7646,BOLD:AAB5621,4015886,KF946642,2
648,1,7709,BOLD:AAD9041,4443539,KX050070,2
649,1,7709,BOLD:AAD9041,4443540,KX048935,2
650,1,7709,BOLD:AAD9041,4443538,KX049326,2
651,1,7714,BOLD:AAE9788,4432404,KX048015,2
652,1,7714,BOLD:AAE9788,4432285,KX048079,2
653,1,7714,BOLD:AAE9788,4432216,KX048624,2
654,1,7717,BOLD:AAB9038,4432284,KX048188,2
655,1,7717,BOLD:AAB9038,4432283,KX047887,2
656,1,7717,BOLD:AAB9038,4432282,KX048183,2
657,1,7733,BOLD:AAB4250,4432017,KX050012,2
658,1,7733,BOLD:AAB4250,4432016,KX048977,2
659,1,7733,BOLD:AAB4250,4432328,KX049634,2
660,1,7733,BOLD:AAB4250,4468538,KX048845,2
661,1,7733,BOLD:AAB4250,4432018,KX050026,2
662,1,7787,BOLD:ACE4758,4015917,KF946643,2
663,1,7787,BOLD:ACE4758,4015927,KF946644,2
664,1,7802,BOLD:AAC1691,4443504,KX049744,2
665,1,7802,BOLD:AAC1691,4443505,KX049914,2
666,1,7802,BOLD:AAC1691,4443506,KX049131,2
667,1,7803,BOLD:ACF1131,4432252,KX049337,2
668,1,7803,BOLD:ACF1131,4432251,KX048080,2
669,1,7805,BOLD:AAA6138,4443502,KX049804,2
670,1,7805,BOLD:AAA6138,4443503,KX048484,2
671,1,7811,BOLD:AAA1747,3150720,AJ968896,2
672,1,7811,BOLD:AAA1747,3150721,AJ968895,2
673,1,7811,BOLD:AAA1747,3150722,AJ968894,2
674,1,7971,BOLD:AAZ6259,4106984,MK155064,2
675,1,7977,BOLD:AAB0677,4432269,KX049926,2
676,1,7977,BOLD:AAB0677,4432270,KX048303,2
677,1,8031,BOLD:AAD6780,4443450,KX048190,2
678,1,8031,BOLD:AAD6780,4432058,KX049296,2
679,1,8044,BOLD:AAD6231,4432230,KX048121,2
680,1,8085,BOLD:AAA2080,3122411,EU876393,2
681,1,8085,BOLD:AAA2080,3122412,EU876394,2
682,1,8262,BOLD:AAB8529,4015970,KF946645,2
683,1,8262,BOLD:AAB8529,4015821,KF946646,2
684,1,8282,BOLD:AAM6198,13752865,MT172822,2
685,1,8282,BOLD:AAM6198,13752866,MT172825,2
686,1,8282,BOLD:AAM6198,13752863,MT172820,2
687,1,8282,BOLD:AAM6198,13752862,MT172818,2
688,1,8282,BOLD:AAM6198,13752858,MT172813,2
689,1,8282,BOLD:AAM6198,13752857,MT172810,2
690,1,8282,BOLD:AAM6198,13752853,MT172806,2
691,1,8282,BOLD:ACF1108,7717030,KR057925,2
692,1,8282,BOLD:ACF1108,7717031,KR057926,2
693,1,8282,BOLD:ACF1108,7717044,KR057939,2
694,1,8282,BOLD:AAM6198,13752867,MT172828,2
695,1,8282,BOLD:AAM6198,13752877,MT172845,2
696,1,8282,BOLD:AAM6198,13752859,MT172814,2
697,1,8282,BOLD:AAM6198,13752856,MT172809,2
698,1,8282,BOLD:ACF1108,7717039,KR057934,2
699,1,8282,BOLD:ACF1108,7717034,KR057929,2
700,1,8282,BOLD:ACF1108,7717029,KR057924,2
701,1,8282,BOLD:AAM6198,13752854,MT172807,2
702,1,8282,BOLD:ACF1108,7717040,KR057935,2
703,1,8282,BOLD:ACF1108,7717036,KR057931,2
704,1,8282,BOLD:ACF1108,7717041,KR057936,2
705,1,8282,BOLD:ACF1108,7717042,KR057937,2
706,1,8282,BOLD:AAM6198,13752861,MT172816,2
707,1,8282,BOLD:AAM6198,13752855,MT172808,2
708,1,8282,BOLD:AAM6198,13752868,MT172829,2
709,1,8282,BOLD:AAM6198,13752871,MT172834,2
710,1,8282,BOLD:AAM6198,13752876,MT172844,2
711,1,8282,BOLD:AAM6198,13752880,MT172848,2
712,1,8282,BOLD:AAM6198,13752874,MT172839,2
713,1,8282,BOLD:AAM6198,13752873,MT172837,2
714,1,8282,BOLD:AAM6198,13752872,MT172836,2
715,1,8282,BOLD:AAM6198,13752870,MT172831,2
716,1,8282,BOLD:AAM6198,13752881,MT172850,2
717,1,8282,BOLD:AAM6198,13752864,MT172821,2
718,1,8282,BOLD:AAM6198,13752860,MT172815,2
719,1,8282,BOLD:AAM6198,13752869,MT172830,2
720,1,8282,BOLD:AAM6198,13752879,MT172847,2
721,1,8282,BOLD:AAM6198,13752875,MT172842,2
722,1,8282,BOLD:ACF1108,7717037,KR057932,2
723,1,8282,BOLD:AAM6198,13752878,MT172846,2
724,1,8282,BOLD:ACF1108,7717033,KR057928,2
725,1,8282,BOLD:ACF1108,7717032,KR057927,2
726,1,8282,BOLD:ACF1108,7717035,KR057930,2
727,1,8282,BOLD:ACF1108,7717043,KR057938,2
728,1,8282,BOLD:ACF1108,7717045,KR057940,2
729,1,8282,BOLD:ACF1108,7717038,KR057933,2
730,1,8282,BOLD:ACF1108,7717028,KR057923,2
731,1,8288,BOLD:AAZ3985,13747891,MT172827,2
732,1,8288,BOLD:AAZ3985,13747890,MT172826,2
733,1,8288,BOLD:AAZ3985,13747888,MT172823,2
734,1,8288,BOLD:AAZ3985,13747886,MT172817,2
735,1,8288,BOLD:AAZ3985,13747893,MT172833,2
736,1,8288,BOLD:AAZ3985,13747896,MT172840,2
737,1,8288,BOLD:AAZ3985,13747892,MT172832,2
738,1,8288,BOLD:AAZ3985,13747897,MT172841,2
739,1,8288,BOLD:AAZ3985,13747895,MT172838,2
740,1,8288,BOLD:AAZ3985,13747884,MT172811,2
741,1,8288,BOLD:AAZ3985,13747889,MT172824,2
742,1,8288,BOLD:AAZ3985,13747894,MT172835,2
743,1,8288,BOLD:AAZ3985,13747885,MT172812,2
744,1,8288,BOLD:AAZ3985,13747887,MT172819,2
745,1,8288,BOLD:AAZ3985,13747898,MT172843,2
746,1,8288,BOLD:AAZ3985,13747899,MT172849,2
747,1,8340,BOLD:AAB5834,7219828,KF946789,2
748,1,8340,BOLD:AAB5834,4015902,KF946791,2
749,1,8340,BOLD:AAB5834,7219827,KF946788,2
750,1,8340,BOLD:AAB5834,7219829,KF946790,2
751,1,8359,BOLD:AAD1825,4444211,KX047869,2
752,1,8379,BOLD:AAB4698,4444250,KF807295,2
753,1,8379,BOLD:AAB4698,4431829,KF807940,2
754,1,8379,BOLD:AAB4698,4468528,KF807832,2
755,1,8798,BOLD:AAD0660,4015895,KF946648,2
756,1,8798,BOLD:AAD0660,4015948,KF946650,2
757,1,8798,BOLD:AAD0660,4015940,KF946649,2
758,1,8817,BOLD:AAD6191,4444210,KX049782,2
759,1,8817,BOLD:AAD6191,4468614,KX049674,2
760,1,8817,BOLD:AAD6191,4468603,KX049800,2
761,1,8817,BOLD:AAD6191,4444209,KX048033,2
762,1,8842,BOLD:AAE3504,3096381,FJ214238,2
763,1,8842,BOLD:AAE3504,3096380,FJ214233,2
764,1,8852,BOLD:AAB5136,4015817,KF946651,2
765,1,9002,BOLD:AAA6511,4432066,KX048499,2
766,1,9002,BOLD:AAA6511,4468553,KX047682,2
767,1,9002,BOLD:AAA6511,4444193,KX049319,2
768,1,9020,BOLD:AAE7569,3101730,AJ888011,2
769,1,9020,BOLD:AAE7569,3101731,AJ888012,2
770,1,9049,BOLD:AAP9114,5115957,MW212898,2
771,1,9077,BOLD:ABZ6600,4443510,KX048726,2
772,1,9078,BOLD:ACE8687,4444201,KX048999,2
773,1,9078,BOLD:ACE8687,4432053,KX049650,2
774,1,9078,BOLD:ACE8687,4443511,KX049203,2
775,1,9080,BOLD:AAD0296,4432380,KX049939,2
776,1,9270,BOLD:AAA5281,3315773,EU419415,2
777,1,9301,BOLD:AAE8447,4431970,KX047783,2
778,1,9301,BOLD:AAE8447,4431971,KX050143,2
779,1,9301,BOLD:AAE8447,4431972,KX048029,2
780,1,9328,BOLD:AAC7303,5481639,KF021264,2
781,1,9523,BOLD:AAY8844,10656657,MN345835,2
782,1,9745,BOLD:AAC9877,4432241,KX048494,2
783,1,9745,BOLD:AAC9877,4432242,KX048556,2
784,1,9841,BOLD:AAD8630,7736443,KJ486720,2
785,1,9841,BOLD:AAD8630,7736444,KJ486721,2
786,1,9870,BOLD:AAE8071,4443896,KX048720,2
787,1,9870,BOLD:AAE8071,4443897,KX050080,2
788,1,9870,BOLD:AAE8071,4443895,KX049815,2
789,1,9870,BOLD:AAE8071,4444269,KX048148,2
790,1,9871,BOLD:AAB8918,4431808,KX048995,2
791,1,9871,BOLD:AAB8918,4443898,KX049359,2
792,1,9909,BOLD:ACU7398,3108281,AF519390,2
793,1,9950,BOLD:AAD7733,4431974,KX048582,2
794,1,9954,BOLD:AAC2567,4016087,KF946652,2
795,1,10062,BOLD:AAC5196,4443522,KX048940,2
796,1,10062,BOLD:AAC5196,4443523,KX048329,2
797,1,10103,BOLD:AAB3765,4432238,KX049175,2
798,1,10109,BOLD:AAA2864,4431994,KX050004,2
799,1,10109,BOLD:AAA2864,4431993,KX048360,2
800,1,10109,BOLD:AAA2864,4431995,KX049053,2
801,1,10190,BOLD:AAG2810,5095040,FN545973,2
802,1,10190,BOLD:AAG2810,5095042,FN545975,2
803,1,10190,BOLD:AAG2810,5095041,FN545974,2
804,1,10246,BOLD:AAD0467,3443937,JN201753,2
805,1,10246,BOLD:AAD0467,3443996,JN201755,2
806,1,10252,BOLD:AAB9664,3443841,JN201819,2
807,1,10252,BOLD:AAB9664,3443946,JN201817,2
808,1,10252,BOLD:AAB9664,3443947,JN201816,2
809,1,10252,BOLD:AAB9664,3443901,JN201818,2
810,1,10256,BOLD:ACF1459,14266636,Pending (#8114),2
811,1,10256,BOLD:ACE7752,4432156,KM077610,2
812,1,10256,BOLD:ACE7752,14266655,Pending (#8114),2
813,1,10256,BOLD:ACE7752,3443902,JN201848,2
814,1,10256,BOLD:ACF1459,14266635,Pending (#8114),2
815,1,10256,BOLD:ACE7752,3443909,JN201847,2
816,1,10256,BOLD:ACE7752,4432157,KM077636,2
817,1,10290,BOLD:ABA5828,3587832,GU815242,2
818,1,10315,BOLD:AAB6846,4432304,KX050156,2
819,1,10315,BOLD:AAB6846,4432305,KX047830,2
820,1,10315,BOLD:AAB6846,4432306,KX050052,2
821,1,10320,BOLD:AAE8202,4432303,KX049627,2
822,1,10320,BOLD:AAE8202,4432302,KX049263,2
823,1,10350,BOLD:AAK9444,4432202,KX048796,2
824,1,10350,BOLD:AAK9444,4432472,KX049108,2
825,1,10350,BOLD:AAK9444,4432473,KX048286,2
826,1,10350,BOLD:AAK9444,4432471,KX049444,2
827,1,10350,BOLD:AAK9444,4431925,KX047746,2
828,1,10350,BOLD:AAK9444,4432200,KX048673,2
829,1,10350,BOLD:AAK9444,4432201,KX049074,2
830,1,10365,BOLD:AAD9952,4432155,KX049223,2
831,1,10417,BOLD:AAC3785,4444232,KX048684,2
832,1,10417,BOLD:AAC3785,4468548,KX048390,2
833,1,10455,BOLD:AAC4080,4444224,KX048791,2
834,1,10455,BOLD:AAC4080,4444223,KX049333,2
835,1,10455,BOLD:AAC4080,4444222,KX048468,2
836,1,10455,BOLD:AAC4080,4432384,KX048436,2
837,1,10455,BOLD:AAC4080,4443480,KX048226,2
838,1,10472,BOLD:AAB8548,4015862,KF946653,2
839,1,10475,BOLD:AAF0400,4015877,KF946654,2
840,1,10476,BOLD:AAC1233,4015892,KF946656,2
841,1,10476,BOLD:AAC1233,4015803,KF946655,2
842,1,10479,BOLD:AAB2400,4015814,KF946657,2
843,1,10479,BOLD:AAB2400,4015810,KF946658,2
844,1,10492,BOLD:ACE4862,4432257,KX050051,2
845,1,10492,BOLD:ACE4862,4431996,KX048531,2
846,1,10556,BOLD:AAY6741,4834980,HM189292,2
847,1,10635,BOLD:AAB7487,4432256,KX048702,2
848,1,10660,BOLD:AAB2314,4432024,KX048813,2
849,1,10660,BOLD:AAB2314,4443428,KX048789,2
850,1,10660,BOLD:AAB2314,4431990,KX048579,2
851,1,10686,BOLD:ACQ6543,6835829,HF970367,2
852,1,10686,BOLD:ACQ6543,10776086,HF970368,2
853,1,10686,BOLD:ACQ6543,10776091,HF970373,2
854,1,10686,BOLD:ACQ6543,10776084,HF970364,2
855,1,10686,BOLD:ACQ6543,10776090,HF970372,2
856,1,10686,BOLD:ACQ6543,10776085,HF970365,2
857,1,10686,BOLD:ACQ6543,10776083,HF970363,2
858,1,10690,BOLD:ACB7523,10776142,HF970426,2
859,1,10790,BOLD:ABW4287,9607996,MN342315,2
860,1,10894,BOLD:AAC2597,4431991,KX047724,2
